sepaSite,date,weeklyAverageAf,actualBiomassOnSiteTonnes,maximumBiomassAllowedTonnes,total_AF
APT1,2017-04-13,0.08714285714285715,244,1545.3,0
APT1,2017-04-14,0.09142857142857144,248.16666666666669,1545.3,0
APT1,2017-04-15,0.09571428571428572,252.33333333333337,1545.3,0
APT1,2017-04-16,0.1,256.5,1545.3,0
APT1,2017-04-17,0.095,260.6666666666667,1545.3,0
APT1,2017-04-18,0.09000000000000001,264.8333333333333,1545.3,0
APT1,2017-04-19,0.085,269,1545.3,0
APT1,2017-04-20,0.08,273.16666666666663,1545.3,0
APT1,2017-04-21,0.07500000000000001,277.3333333333333,1545.3,0
APT1,2017-04-22,0.07,281.5,1545.3,0
APT1,2017-04-23,0.065,285.66666666666663,1545.3,0
APT1,2017-04-24,0.06714285714285714,289.83333333333337,1545.3,0
APT1,2017-04-25,0.06928571428571428,294,1545.3,0
APT1,2017-04-26,0.07142857142857142,298.1666666666667,1545.3,0
APT1,2017-04-27,0.07357142857142857,302.33333333333337,1545.3,0
APT1,2017-04-28,0.07571428571428572,306.5,1545.3,0
APT1,2017-04-29,0.07785714285714286,310.6666666666667,1545.3,28875.034285714286
APT1,2017-04-30,0.08,314.8333333333333,1545.3,29669.76
APT1,2017-05-01,0.07857142857142857,319,1545.3,29139.942857142858
APT1,2017-05-02,0.07714285714285715,322.16129032258067,1545.3,28610.125714285718
APT1,2017-05-03,0.07571428571428572,325.3225806451613,1545.3,28080.30857142857
APT1,2017-05-04,0.07428571428571429,328.48387096774195,1545.3,27550.49142857143
APT1,2017-05-05,0.07285714285714286,331.64516129032256,1545.3,27020.67428571428
APT1,2017-05-06,0.07142857142857144,334.80645161290323,1545.3,26490.85714285715
APT1,2017-05-07,0.07,337.9677419354839,1545.3,25961.04
APT1,2017-05-08,0.07142857142857144,341.1290322580645,1545.3,26490.85714285715
APT1,2017-05-09,0.07285714285714286,344.2903225806452,1545.3,27020.67428571428
APT1,2017-05-10,0.07428571428571429,347.4516129032258,1545.3,27550.49142857143
APT1,2017-05-11,0.07571428571428572,350.61290322580646,1545.3,28080.30857142857
APT1,2017-05-12,0.07714285714285715,353.7741935483871,1545.3,28610.125714285718
APT1,2017-05-13,0.07857142857142857,356.93548387096774,1545.3,29139.942857142858
APT1,2017-05-14,0.08,360.0967741935484,1545.3,29669.76
