mortMax,k,salMid,mortMin
0.9745901142267213,-0.9569448561926774,12.678489955368471,0.022250947206497073
0.9377617048079759,-1.069800212484455,13.46144756872286,0.016501148278627725
0.8545376620197415,-1.0688210899120447,13.105415089383026,0.03106581015494451
0.9180606104169596,-1.1684431348815578,13.03989488950278,0.022827180194048155
0.9220433471505998,-1.2054738428806486,13.048371571008984,0.01945916383434763
0.9004824140184001,-1.203619314668496,13.424523444376328,0.028650697129537845
0.9474882773423005,-0.9718938155811176,12.600474852430047,0.014303958232468153
0.9298194391602046,-0.5639985498197175,13.646062586026705,0.026108599039346744
0.9470264231983593,-0.572846464056596,13.55630784067876,0.011853585344368865
0.9484658013573393,-0.6489913393276072,13.308962890126326,0.022426632349334147
0.9406029189311341,-0.48530164008149906,13.984058587757696,0.01016819662547788
0.9535223716096228,-0.5064747748093401,13.615797543775887,0.009001219263787767
0.947155273894746,-0.6503661057474149,13.111062412373803,0.02339281684148447
0.941388302170757,-0.5342161434017372,13.816739342510457,0.029177224704784947
0.9355251477171956,-0.5630591283791474,13.896854255134855,0.026583326118902226
0.9431808630948242,-0.6343639734602204,13.218201881999649,0.03354834570923552
0.8909650282712953,-0.6887838306939564,13.535673565894937,0.03019115800270396
0.8909650282712953,-0.6887838306939564,13.535673565894937,0.03019115800270396
0.9805117956182073,-0.4320215213070438,13.283767779106775,0.021902689862561713
0.9708074910454426,-0.6394516347634914,13.439596685704675,0.021622654949524145
0.9837878117823868,-0.37418685506534405,13.535389817904095,0.0094712780550326
0.9858144363827827,-0.39814751770547946,13.542553218342576,0.009859877215475116
0.9808930184266057,-0.6379089877437355,12.8414889663126,0.03663500443183584
0.9783156310440098,-0.41909911059571286,12.861677391260061,0.029209642020620274
0.9835200296099516,-0.6982047983826924,13.38743500478297,0.01881919810545788
0.9883347569089832,-0.688428276288259,13.544796968931854,0.012107497673124011
0.9343425232456727,-0.5431867944754327,13.167859825002981,0.013089834610323196
0.9544862280328035,-0.5524884083223752,13.057942019184704,0.009070378489900912
0.9108177173878926,-0.5153301131496025,12.78245599673189,0.016729068074764757
0.9712024967256596,-0.490661701160322,12.954081914346542,0.01459882685397865
0.9214160690997155,-0.5662605517353808,14.060110163961083,0.008757368412743011
0.907120853325984,-0.540824149948459,13.772742020837033,0.029975898873079887
0.9028733825857526,-0.5129686255460291,13.928873568999109,0.030176247113705097
0.940303417923403,-0.5511278940979009,13.681815136081692,0.016964276095469123
0.9634733157222378,-0.47061979881592675,13.120554529712239,0.03153285338564596
0.907309910846879,-0.6520841794232164,13.753183812344282,0.019892196519476057
0.9510708978546286,-0.6250539603943631,13.180040315728464,0.026810475141339087
0.9690403605389097,-0.5503835695557524,13.402271326153812,0.024333437604369106
0.9092593473805087,-0.5387113495790015,13.15860695325479,0.034719744514954624
0.9581435426501732,-0.5483465455793021,13.607470144107456,0.0116478041449054
0.9306249733810155,-0.6252381752706097,13.380590603215882,0.022422160841047725
0.89273139722168,-0.7149061142373074,13.67375288227039,0.037812607925050985
0.8928594519367794,-0.7462180826026826,13.845041369910245,0.02627095812354327
0.9127675889379443,-0.704983388402208,13.440096926424786,0.03037888329718749
0.9270330110209436,-0.5123058262046362,13.746738057459984,0.015905510014383825
0.9081188365257092,-0.5862551252795866,13.407272172974597,0.023548646552092115
0.8890353950531721,-0.5996841760496027,13.481185482013563,0.03434999834363033
0.9295662511551407,-0.6731368394698374,13.470720470428692,0.024545813006521443
0.9289338930501232,-0.70437898524760445,13.502121943712702,0.021923330079340456
0.9340523749280619,-0.567245042681063,13.607465126747712,0.02440735185029324
0.9320891951883088,-0.631411277180982,13.329857093799713,0.022323267209695585
0.8709828799997186,-0.6652649212000965,14.048865697567118,0.023698310579767977
0.9128083280334353,-0.6506892633542131,14.167261496009683,0.021567276974356675
0.8555705989592612,-0.6999597108199979,14.27569173187729,0.026089579450897276
0.9008245337337338,-0.6920405311559374,14.23361374793005,0.024718802475025087
0.890213790123292,-0.6901448285296934,13.950124731962362,0.015270343420697875
