a,b
0.12700920991293413,6.534623505778507
0.09323326819560192,9.842599920200653
0.09353007142944579,9.636302232874188
0.14306407680174887,5.693113650449698
0.08727798115110899,9.978464104647209
0.1279830929470172,7.634612186448258
0.12586446391950465,5.631378639044392
0.1266247032051941,5.7781946087732425
0.14258633040723837,6.298860410804713
0.14122036001309127,5.768016313133011
0.14222417573925955,5.42523235155174
0.15173438327417543,4.346535939323176
0.1099482118432046,7.144961002063308
0.09929582834736878,10.081304876442983
0.11632330477289955,8.382408317635544
0.11845083663564558,5.63074012201945
0.14191014712328295,6.750990088277965
0.1314118715436307,5.295974943675182
0.13556072304223749,6.411792277468809
0.13661447855016948,5.090035213645173
0.141150053328359,5.600155633326797
0.12038727747489839,7.128146511581133
0.12330039273039096,7.2389317504330375
0.12882068232522095,5.821031838175006
0.10651020140993701,8.993621718591994
0.14178993690238556,6.127860818189927
0.12593662247264237,5.528292933462184
0.12557523174085086,6.521181242852218
0.09214634707669106,10.32146843086796
0.09237215824823108,10.503150845336107
0.1112515598223332,8.149373031519861
0.12624273950921963,6.475470333420696
0.126845561538806,6.616611296246576
0.10692791024611972,8.018183507385242
0.11923977703305226,8.04162587057907
0.08786137561212316,9.811390271183095
0.09726436630148713,8.907056755912429
0.09955378004867477,9.10145735844306
0.09546897883242628,10.433283960847474
0.15457176490023533,5.678240820721581
0.14128113063296407,5.453508230338356
0.13018426924261417,6.154615845171743
0.14232915592806486,5.297543207183393
0.15979457059415922,4.449273890095542
0.060048120996854026,16.881696308890906
0.09241668763161044,10.549878599684904
0.08532709556382155,12.187303311979583
0.0852228076239362,12.518185423654264
0.07781542583345326,11.556473155202376
0.08112665979594195,11.93369409050549
0.0784789864412191,12.056055751526197
0.07568294750124697,12.828761120605861
0.07968210753051906,12.786276587953374
0.08019530244854092,12.67928844402999
0.08019530244854092,12.67928844402999
0.08287388670858432,11.967288189468134
0.10222325581766806,8.603258093267609
0.10995146885726564,7.4385084467773135
0.17554365796048338,3.471064235442552
0.1710170300099744,4.025191213920295
0.14805462088677562,4.649063405764279
0.14507197212514375,4.725257002739018
0.15326261100657101,4.734705139430141
0.15245156099083054,3.5770624797426605
0.1523069478539851,3.7658975204768836
0.1320704314974677,5.701340616427189
0.15734268129782425,3.8569814371509277
0.13262942460811455,6.341126975674896
0.1194691408371581,7.6723051723837585
0.11167959056465578,7.528377130452276
0.10339747822891418,8.707732704119666
0.09951762993816228,9.357078651103656
0.10247210222269257,9.447534366692166
0.09118125700108223,9.809666605183926
0.0763203678737367,12.532587848739443
0.11750777656037356,7.614126632709292
0.12900571505431957,6.54788811369216
0.10516027852435834,8.934562488050394
0.1383372694902697,5.580145855518917
0.10228240482103007,7.571480013272911
0.10855052293658522,8.340125130401013
0.11088668852095265,7.739019269030537
0.11048769923437331,7.796656215557106
0.12642242544276425,7.34402735230679
0.1027198432802175,10.240328312245834
0.09387866913189505,8.500475176540629
0.11492482813295823,6.690801961933882
0.12136189944267253,7.018599493370749
0.09174307161338188,10.965257852536691
0.12875366548824124,6.422939170457943
0.14611514724835328,5.07403634634796
0.10972794665767095,7.753324771209414
0.08277320647126388,11.656020137660983
0.11582881654093892,7.31811798049058
0.08407781180900335,11.70419133385219
0.08634886327354549,9.949825377410912
0.08438168913922002,9.877527893174374
0.08646814548198334,11.509719275429068
0.08437728441266534,10.285598077907263
0.06657288499047041,14.516522228007316
0.1503256367152525,5.171932317756466
0.07188933732925375,14.35152671503088
