a,b
12.773013920666635,3.2840407549474455
-2.222732617891502,4.677480175981557
11.466070314735639,3.733373327864059
1.9394115149539886,4.910646133140186
2.2510384631286797,4.943511650394605
-0.04310139038941685,4.236563302054342
19.11951405239524,3.747798247152951
12.108192400974495,3.88618899089249
17.448238548494437,3.2025040256316797
22.272431985289103,2.785585258650778
-14.609947312682642,5.22315253179107
16.689657294232745,2.8730411640373146
-7.4190060099478075,5.416769103133483
-7.316835040571078,6.082417496484317
17.488332554386183,3.125995197080317
14.498458820004615,3.8851437602030305
15.807176663126299,3.751953469419734
-6.939925096133443,5.367650589672429
-0.4279401852742808,4.219946889942018
-1.029706220099115,4.638866073468187
10.721212589136599,3.5148836872823246
5.947167023317462,4.011211319895129
9.698492150752607,3.4051283702497797
9.698492150752607,3.4051283702497797
8.92757183224127,3.5132182589383962
12.498102460214099,3.6482065196695115
-7.7543845176439845,4.209700237699237
0.30230325500242117,4.325995284330481
17.03464208130523,3.2004592556371536
7.087761219150131,3.9770810009577806
-10.282552154250432,4.733556845795299
14.279203800548274,2.913984100904253
-6.894834846586839,5.293983398413384
2.5518253394838624,4.047331639202407
-2.139809638244593,4.560145679343215
13.252776389957795,3.2813737855835488
11.74297444063744,3.5728040323402785
2.6311197324317632,3.9418651807960283
11.367861383794576,3.9115375738049276
3.6806977987803364,4.0724612617644596
-0.5237217830049019,4.105665486713559
18.30703199782267,2.690823796167721
10.935747014081173,3.372771430905293
-4.589358953498639,4.302112621013012
-6.812667573889662,4.5865414290007696
-19.43504641934529,5.83734371020394
16.76845954225547,2.9298340193119143
19.508185226924432,2.913394255067562
12.858231314871517,3.187107816793024
11.44427599867332,3.1867315371599343
20.805756390889584,2.4269320368812135
21.692331846063105,2.6896695592066653
21.586422495330936,2.6891147779380455
6.352236257379296,3.482055944496227
13.53132591809782,3.3965179242542884
15.107358004349727,3.167934263134498
5.181272798596801,3.8565324162128167
9.747318871891096,3.3256719576047695
3.6976337726043838,3.990666198293995
3.61341417491186,3.835088797043632
8.996565798728525,3.787108502073598
10.189450229070033,3.7485254122974605
1.587183873992558,4.249127857148193
21.122141628756772,2.8576659881066657
-6.1973202784514,4.588818166725039
-7.325197059514039,4.7518403184918405
20.325593207936024,3.1632868564797647
19.68160206226731,2.984058849795171
7.233302614617294,3.41469127042313
-0.9209640042288072,4.502276908442164
-4.0869718505118655,4.429679433279258
11.312961787387415,4.063742879024106
2.7989629527731026,4.2584361875130545
21.215660160850327,2.764786134987746
-2.033483987159542,4.467227144106529
22.939235198943855,2.798664666518752
22.762383354512444,2.765245073347202
-3.490341804582563,4.565478726000552
10.090577406589873,3.4219256262463107
-0.1311297326065386,4.507858335030658
-19.213536800671456,5.4804172252728005
34.6023771456649,2.8092586289373846
2.9538344060376858,5.2615813035927035
-5.402303038217838,5.324833478720176
-3.3176248179999988,4.779822542228953
-5.714782834682985,4.347760884301149
17.04925222945367,3.5397311352227563
5.5101042571772325,4.107266024093146
-4.530792977507225,4.254752245248927
22.813038838548145,3.048762308672797
18.773132391996455,3.326035374886598
3.10093245507845,4.422060171218728
4.363756532561801,4.140471714421466
8.368774448891067,3.4290590355378816
5.939580872454229,3.922323354598574
17.087048224373923,3.2372019336355526
-3.5402757299198484,4.561503102907206
15.960065722353072,3.2670695872569673
-20.444340670093034,5.234091759252119
-2.9477881811383497,4.414444285924299
14.79097224171067,3.830729518252282
1.9923484806137495,3.938260249154913
9.503097803502726,3.4616539538788023
7.345826825231683,3.895161143981329
7.345826825231683,3.895161143981329
22.381888037997754,2.8155812207071116
12.913845409418215,3.432069527493719
12.489626800320075,3.3990176379435466
7.178320935479633,3.7062358801221356
7.62042120240276,3.845078880691843
-21.37876818332878,5.438355923177011
13.322430035829655,4.0545629594047465
6.350230129956962,3.7649513189856627
9.186906092695935,4.063492806446584
10.27824283778623,3.850056382072804
18.100893304962362,2.8734324111522525
-3.599252566793659,4.91042132155197
-3.4651689033915005,4.867269022414952
